repo,reponame,commit_hash
ChenyangGao/web-mount-packs,web-mount-packs,d370d20a2a09c442154d9dc066aac89b1482ffc1
SEU-ProactiveSecurity-Group/MalPurifier,MalPurifier,0fa9bd997ed31bc95af0b0272447230903755efa
felix-thu/DiffCPS,DiffCPS,2d8de2878bdc2bb2f59bbb9f7ce929897cf7cb15
GOAT-AI-lab/GOAT-Storytelling-Agent,GOAT-Storytelling-Agent,aea5e7594d4a6ed421d8e1840d3f8881a16bc970
chenxx89/BFRffusion,BFRffusion,f31aae205841a35c7d0d2c5ef7a1d178d1fbba2a
Nortech-ai/nortech-python,nortech-python,1d262fa570f80f77fd01f0106e6bac511ce5a1a4
CrystalWindSnake/nicegui-toolkit,nicegui-toolkit,9b7393aef91881b4a972e9d2b163123ae6fea691
VCasecnikovs/RAGAgainstTheMachine,RAGAgainstTheMachine,72298060e6de5ea1f1a1feae5c777bed520f2d6f
RimMirK/RimTUB,RimTUB,ba4fed1f1c03a23afe156230c053d2d52de4556e
LFhase/GALA,GALA,7b061990fcdb29343e7335e3848edf874ee97989
xpinked/pyinject,pyinject,a54e9a8801286794c53faf0abeb06f601ba7f93b
LM-SAL/aiapy,aiapy,40d35ed27a01a2b968b7fa0928849faf8dbed062
a-pig-akab/PICO-RL_project,PICO-RL_project,cd922d01fceccbd8895f0a0f0e1b48632d93e956
skleee/GLEN,GLEN,d165ef8a59f6c09e9cbc17a0a454284bf09303c2
justincui03/tesla,tesla,b9180b334bb726b5fb978abc8f1e0eedd82260b9
zhiheLu/Ensemble_VLM,Ensemble_VLM,122278d8e39cebbc54591000f1ba81965804ed5c
eezkni/ColNeRF,ColNeRF,c81d945ea6db0ba70ae9e2e09d855793314056e2
cyberark/ark-sdk-python,ark-sdk-python,7e2fc5c79ac2fac58d7dbdf612e82627be5edbc8
shuttworth/NICE-SLAM-Easyread,NICE-SLAM-Easyread,c1bde18dab71a29b4d61a143ed60080cffcd1274
Yuliang-Liu/Monkey,Monkey,4cf2b656d86e9fb090175f89ccd0fcf22ca9de36
AnimalLogic/AL_omx,AL_omx,24cf525e596a6d12e21417c791b1d76a8130d942
mlbio-epfl/hume,hume,c723a241ca7ac2041c0329cd42a3112e705f366a
ThomasMrY/DisDiff,DisDiff,c3ba0c7e69a2581be4df3c12e7c37a81317f244b
keepfoolisher/My-DocTr-Plus,My-DocTr-Plus,b250b5e4954d78ab8e7463e8b3fc81d82d39cc31
vfleaking/grokking-dichotomy,grokking-dichotomy,e232c623bf91ead5d7c5d27e390c632b537f8fe4
MarcoGorelli/polars-upgrade,polars-upgrade,42c2a73dfba82a32c18b8da33fcc18ec38f16816
EzyGang/py-cachify,py-cachify,9d76c00a41f8d6d522bc58c496a58fb80785d2f3
QingruZhang/PASTA,PASTA,56a9138d2d071c9ab2860c72be596da9723ca793
voyage-ai/voyageai-python,voyageai-python,012d16bd708c797766beb26555e56b10db8d09fd
VILA-Lab/GBLM-Pruner,GBLM-Pruner,9e8aea22e37c15f083f4a85fb7498b1aed75f30e
SubConv/SubConv,SubConv,e1f8b0560b830d322731e9281ad4b5f4d0b62d3a
TCLResearchEurope/torch-dag,torch-dag,d6ce90f11c62090304d9b9bb49175b14dfca72db
rafaelleinio/biar,biar,78f5927ab5c82f80969ecaed763fa5effb07458f
IvanZaycev0717/python_interview_assistant_rus,python_interview_assistant_rus,e7e65892132c5c3ac81c4a8dda2dd6ead01702fb
hkchengrex/Cutie,Cutie,ec5cdd4cf16f75c73ad785a2f96fb97dbad4125a
python-thread/thread,thread,cc875d885066b409a9c896e39dc56e59188b9a64
WenzhengZhang/Seq2seqCoref,Seq2seqCoref,7074347672440ac48ce7b5edcc786689bcacbc2f
Zai-Kun/reverse-engineered-chatgpt,reverse-engineered-chatgpt,b10cee12210716b3b9da4d76e84edf2df7cd93d7
GXimingLu/IPA,IPA,d7dbb49773040f6f1c38d19fea42f59888d9a4aa
DayongRen/Spiking-PointNet,Spiking-PointNet,e9e0cfb455c00cc909dcff60152b8a279dc7d45b
state-spaces/mamba,mamba,0cce0fa645f100f00620ddf2333c2b7712abfdec
cyber-phys/PromptMutant,PromptMutant,4168bc3279812c55eaaf8ce83e1b8422f296b201
deep-symbolic-mathematics/TPSR,TPSR,bdff709f1bfabb9e1a98c25c63d4847f39c83020
ApolloAuto/apollo-model-yolox,apollo-model-yolox,7697218bcf1ff5d8dae52d871acbd2555892c03b
kakaobrain/cxr-clip,cxr-clip,31188857cc5e892c22c731b176080eb5d4484cf2
atlantic-quantum/Shipyard,Shipyard,8dbfbde980ef9bbb02a9a28523585a258872c25d
discus0434/faster-lcm,faster-lcm,10a1caec0918c033ff6a479167828ddb34b64fe0
emadeldeen24/ECGTransForm,ECGTransForm,b22b64768ff34d0749deb8966473a8a19e020d06
andriioreshk1118/python-second,python-second,ae81b97042bfe8f30a6ad8692435c097394d8901
TencentBlueKing/bkflow-feel,bkflow-feel,5c9e0b4b88154e55ea52406f6046efd20efc2803
Noubissie237/StockManagment,StockManagment,828ef43103b944faa0d35820813c9376ae4b6c14
jtonglet/SEER,SEER,b96e542ebc19e7b3492815420202f656d69a396d
spfrommer/torchexplorer,torchexplorer,efa785d960b7cad2bdac27f8ff21af7a1d123d8c
zhenzhiwang/intercontrol,intercontrol,9f0cabec9daa0529b01bb01e29cca0e5d6bfcf4f
djinni-co/djinni-inbox-test,djinni-inbox-test,241a3a85ad3f2db413ed861510f2fee28834fa2e
crizbae/PictoPlan,PictoPlan,c15fa16092a13b55c0142643a65a330bd3d6decb
Jacob-Zhou/gecdi,gecdi,51f94d4f7b840524a399aeb2a7406ca7fc09bb6e
harvestingmoon/StableVisionBot,StableVisionBot,8e3bd07f478868ba01b5096f70531c365b9856da
umautobots/LONER,LONER,9cdcbfc80104d66c2f9ca529fdaea632377117bf
harisankar95/pathfinding3D,pathfinding3D,ed8cb6778e5364b6d398e5ff323a7bed4e6f01ab
mohenghui/detectAuto_v8,detectAuto_v8,dee40db099cea03bc9d0e25073f10eb408325095
relari-ai/continuous-eval,continuous-eval,d224f0e9350fe9c9f62968764980e68382766656
phineas-pta/comfy-trt-test,comfy-trt-test,318724ca016c24971945dfe98c6e9167d356bbd9
legalontech-oss/simple-search-query-parser-sample,simple-search-query-parser-sample,fe034e5adf7dcc160cadd9db8a090b784fe060e4
cfs-energy/cfspopcon,cfspopcon,ebb1e9ff428de4538171d4b0328905e7482484a0
Jiawei-Yao0812/PixelFormer_DGR,PixelFormer_DGR,2fdd63dc5846ca9d5ff150674eaaab7e4b1b3dec
nouu-me/document_vector_search_benchmark,document_vector_search_benchmark,c078e9a42deb077dc663f15f9c6cbe6718de4591
RokasEl/mace-mp-umap,mace-mp-umap,d96b5cb7784dcd32707779ef54ca131a1ba3ecaf
Texaser/MTN,MTN,191deabbb26d09bcfdbe721a6bb6694213bda318
ZhenhHuang/RiemanImageGeneration,RiemanImageGeneration,f5176d7fbd91192085edfedee60e0843181444f6
AgentOps-AI/tokencost,tokencost,25d1eea707b92c06379a4bd32c0c7995ca914918
kiharalab/Distance-AF,Distance-AF,31e74ec5b12558d577899c129cf399ac2da2987f
Blosc/b2h5py,b2h5py,317f4a0c31ac61623bf49861f3f5c6ebce46f633
MAGICS-LAB/SparseModernHopfield,SparseModernHopfield,0f308f295feecf580c1fda3c24dc484e6fe4d37e
maj0roff/YandexMusicDiscordRPC_New,YandexMusicDiscordRPC_New,fd9503ad33aa4613cab34100636b1f177523e33a
skhu101/GauHuman,GauHuman,732ec0d6783a29743f607cc0dce34ac08f57d0b0
lukas-clarke/eight_sleep,eight_sleep,101bbf88cdce8aeb7b449a29a1761cfd6004b65a
yael-vinker/live_sketch,live_sketch,f45492110d57272b8b756d0411e22fa67782362f
cornyhorse/sshaman,sshaman,a8c95498f83103fc01ba48b1a2b29843e3b24e67
bellshade/OpenSeries,OpenSeries,59b7a6d713b044bc032b746d41a16afdea703ad1
p4p1/havoc-reporter,havoc-reporter,7e22f14d8eeef1efd6fa56c761a5cd9decff529f
LeoQLi/NeuralGF,NeuralGF,05c890bd117a0a0372ec3f9cef63ed791c2b36f7
amitfin/oref_alert,oref_alert,b9257ce6a7817f39f17a12a480758cfc9190212e
BurgerBurgerBurger/AA,AA,bd04bff6fd8ba45a23f683bf071346f0b29c161b
trungleduc/ipecharts,ipecharts,a956c98118814f3949ccc3498138676735fe30ff
DomingoJoseCab/AutoTube,AutoTube,51a836ba0a8cb13561a8cb6ae3e471d10f1b187a
chenran-li/RQL-release,RQL-release,347c36580b5f5ea64e6d1a34795a686c475f984a
CircleRadon/Osprey,Osprey,402a0f78a19f675cff6d5b42b73b6672047f2eee
iamarunbrahma/llm-prompt-testing,llm-prompt-testing,4025a76c9539108fd4257b5c1417837693398df9
medkit-lib/medkit,medkit,05ffe6139925e9eb5de49fc2a52da3e7e85a4392
ubc-vision/vivid123,vivid123,30a513d2e850b6e3bcb246609113e7d9cd496f17
StackTipsLab/bloggy,bloggy,5420462e170e792c8a416be66406267d51e1874a
parvvaresh/eval-targoman,eval-targoman,6733dc72ecad53c3bfacee5958de31974a3eb334
jianchang512/clone-voice,clone-voice,fb8907ca84c8cf02dc3b5dbbd5fb2592270877c7
PKU-YuanGroup/Chat-UniVi,Chat-UniVi,ec0b3db2d98dafb5c6bd72f626f4089f15727273
HACHIX-CORPORATION/LEDGO,LEDGO,1f59e80c644aaf3c4b2cc00e6461170e92cf4cdc
xraychen/OFA-Wav2Vec2,OFA-Wav2Vec2,d942aef3677e7fc2fdf668638bcc6f91b684e500
uhppoted/uhppoted-app-home-assistant,uhppoted-app-home-assistant,de3ae74717f80bd925b7e891857f47e2d7c9d65d
ccurme/chesster,chesster,d769126e888c1ce201c3af7a462fd9b5de2221f8
DLYuanGod/TinyGPT-V,TinyGPT-V,83f6189b062ccfb41aeb839559eb392bdbbaf0e6
CineMingle/CineMingle,CineMingle,a6eb22da36b342863b790f2519d13480d116e938
intellerce/controlanimate,controlanimate,dbbd44a3255ae591d7612e6e293b44f612558aaf
redmist328/APNet2,APNet2,e2d13ebeaafb38800c80a06eb092928e5ea4dc20
noprobelm/terminal-cellular-automaton,terminal-cellular-automaton,91372939dde193bcee785a2117cb6336d8024c5c
rabilrbl/gemini-pro-bot,gemini-pro-bot,5b7aa3234f3be0cee1eb9d3b9a8c06214a574c56
EnVision-Research/LucidDreamer,LucidDreamer,2ecf0936617103107e4b20c34e94d204196f7a44
jacarvalho/mpd-public,mpd-public,b0c5dddac3c410089712636bbe7b4a4437fc32b6
Antelcat/ida_copilot,ida_copilot,0217ce294e6293ec7c3122a7514e3108ad0e82ce
Cornell-RelaxML/quip-sharp,quip-sharp,1d8f873e9a2a8b86b12bb1064c312c5689b77d98
quantuminterface/qiclib,qiclib,bbabf22fbbc426b6fb3072a47a78ef62efcebdbb
hugoycj/Instant-angelo,Instant-angelo,b4a77cef4a787a66950d34b57c8dbe2e44463281
Harvard-Ophthalmology-AI-Lab/FairSeg,FairSeg,7ebec8db630b87937d446eb2f072e15ee0720f23
gardenifi/server,server,1f8f25333525b1363049a943f075d707cc140bfe
DataCanvasIO/LMS,LMS,56b41294c22e67313d0600d0484919edb92641ba
ShunyuanZheng/GPS-Gaussian,GPS-Gaussian,6cdc2143b8543b28545862e39fd10003ec8457c2
xt4d/CameraViewer,CameraViewer,d951c403e0a156f77c96e334f824d07f5f10633c
CmosWolf1/Code_implementation_for_paper_SKZC,Code_implementation_for_paper_SKZC,e8639e28b19a6084c9862a3899df754835442cc8
dpaleka/llm-chess-proofgame,llm-chess-proofgame,23a1180dd32e18c311c0ec21ab0076e20a40f264
basnijholt/unidep,unidep,7995f517f3b30c81a9af25930507e4b180443775
MTgeophysics/mtpy-v2,mtpy-v2,46456ae7216431b2d158ec8cee9e1a91f35be667
sunholo-data/sunholo-py,sunholo-py,2d3dc2a1b663dc601f47580b66ceacf3827a6847
nnanhuang/Customize-it-3D,Customize-it-3D,5b84d6c08dd988d3aa40cbcd8e16be9d1c5cb1ab
CoolPointerException/Amigo,Amigo,717fa3817dc3e969c3a6340757962f3ec66e33f8
anchen1011/FireAct,FireAct,94c6189f04b10fccae6bcd97a4632d6119266899
JINO-ROHIT/RAG-with-Memory,RAG-with-Memory,ed5778bb698f310e6b796acdfcaac0992d173267
yanzhh/HGERE,HGERE,178a2779e027fd88dea6316da1f6b5b0e563b610
Sheppsu/discord-ext-listening,discord-ext-listening,807ef488f8010bd2ce8d15801b98dfa87a402575
lukas-clarke/pyEight,pyEight,100d56225745d81a62ea1c667516c7d260ac945a
MarilynKeller/aitviewer-skel,aitviewer-skel,2ee1d677ad829163643203fbf1982200453d7b64
kyegomez/qformer,qformer,b99d57899fbddb497d85db8a395c1f35293694d6
vtuber-plan/olah,olah,e5eeb439faaee416328c56763e32c27d0391ac88
openai/bugbounty-gpt,bugbounty-gpt,3189ea2286b072aed0ff4dc8cee38c6d607b4de1
AMAAI-Lab/mustango,mustango,ed85c1378e673e3b7ee6234c0b0829572e363d94
briannlongzhao/DreamDistribution,DreamDistribution,a68dcc71d046456c7ad6e15ab3ab367251bb4f72
zhcui/polar_preview,polar_preview,cf180fbdf501ac43258d03dd8450ec6b33417d6c
R1999RC-official/Reverse1999ResonanceCalculator,Reverse1999ResonanceCalculator,8d3609bf9a1263015e30ccdb3a6d9340b369a0e9
ATR-DBI/CityRefer,CityRefer,56eff428e7e73ca04ab56088fc0f8be80ebe2b57
ingra14m/Specular-Gaussians-MLP,Specular-Gaussians-MLP,d1dbd98ef1710c0c3998c09ccc4593db2fcafa98
Soname-Solutions/salmon,salmon,0813b07ccaee888f187bece6f0c1c1402fd3ef5e
StanislavPetrovV/Wolfenstein-3D-Clone,Wolfenstein-3D-Clone,f88cbe811e7fba940cc1a3bde33618a25eaeda08
npgrosser/autowired,autowired,6011313fc11e917a86f14921ace812af3954dcd9
FF14CN/Sarean-arsenal,Sarean-arsenal,94d900b8d42a04500cb376d05bce6639b52f1851
theroyallab/tabbyAPI,tabbyAPI,73688670a664a8b2dc9a00e81ad4290cee6b5fd0
Rishit-dagli/Astroformer,Astroformer,e9fcef037dc8af842325d7a742266e7e36a5a45a
alibaba/animate-anything,animate-anything,dca241202348fa2ac68e22e81fca042fe05e3550
ml4bio/RhoFold,RhoFold,df930033dd40c6c3f923dcafcdc16cf50eb742c8
riccardomusmeci/mlx-llm,mlx-llm,0d28877adad5984eb07c27cec90a4e8d241bb002
uc-vision/taichi-splatting,taichi-splatting,43d1915c203182bb2d79c67e862cb5790de339e0
chengzeyi/stable-fast,stable-fast,3a6f35c7045f8f6812515957ca62ef37260ff080
tea-ok/movie-wizard,movie-wizard,317877941953a640398d5534e10eed11fabab1d9
fjzzq2002/is-my-problem-new,is-my-problem-new,9e6feba786d86a9942d12ec0309d0adc2c00811d
Naapperas/zon,zon,4cb062663278bc435a307e636ff6116f10ff5c73
andy-man/ps5-wee-tools,ps5-wee-tools,fd256b6a4301ba8d4aa845c3cff570d5992151f8
garibida/cross-image-attention,cross-image-attention,ee2080c02cac83f5d9a96cd884e7fc047e4292c3
xetdata/xetcache,xetcache,a2c8e9b81bac9a25b1e958c5bed8dba34770e30a
jkulhanek/nerfbaselines,nerfbaselines,60bdafbc78234eef1ed5ad030cee61eed9058bce
mitrefireline/simharness,simharness,0ffdd5d0c5f0a37c96187a0bc6caa26d98001791
chenruduan/OAReactDiff,OAReactDiff,543aaa8ec4c0193089f6cdbd3ad3b1534cc280a9
iKala/ievals,ievals,71e8534bb0871304b07f084d21df477360b506c8
dangeng/flowmag,flowmag,6858ab6534e3c4e01839febf63c158edbe2c1a76
CAMeL-Lab/camel_parser,camel_parser,be07811eeabf3e11cefbe440922d8eab6ba573d0
xlcaptain/LLM-Workbench,LLM-Workbench,a0a83bb96b19db5332176abd6dbf9fde08778930
ml4bio/USPNet,USPNet,219789e4c462854f7a482ad018518d829fdfcd2e
kyegomez/gradient-ascent,gradient-ascent,20bb3acbf7c7f00ebb667bf8c90df3f7424120b7
cpuimage/minSDXLTF,minSDXLTF,edb66eaa7c85f8275bd78334b190688a320f702d
WithSecureLabs/IceKube,IceKube,1c8d327b2863b078e84d1a474309b9fc92748743
imhotep/hass-unifi-access,hass-unifi-access,80e3066968f2aa470b0ea09c011867b20dd3efe7
facebookresearch/SOC-matching,SOC-matching,35c3f96c54367fd657b0a8677d24b499ad8fc701
shroominic/fastui-chat,fastui-chat,3d3851563105cd781e533ff46be8eabf288ef847
huahuahuage/Bert-VITS2-Speech,Bert-VITS2-Speech,a4c291757efe5180d1f356a2c5d2337baa3049ad
rogeriochaves/driver,driver,25f977ce654fba85675bdad308f84a208e2af476
rossiyareich/inknhue,inknhue,75729a044a2589c3745026fdec93f58d13587f5d
xruben136x/SZZ_unisannio,SZZ_unisannio,360de50f12a733a34cd95f4cfc99bd52f0bd64d8
cubesat-lab/cc1101-spi-analyzer,cc1101-spi-analyzer,59bf5aa3450a8940f35f0c1ef7222fb0eeeb8a75
nianhua99/PandoraNext-Helper,PandoraNext-Helper,fd14bc2fefab297e4ab19e67e58fae6a3875645f
deepghs/sdeval,sdeval,d66c5db4a18dfa3ee1e065129a20f472e55fd0f8
predibase/lorax,lorax,6a83954b8c6ffd51eb69e7096ee2730d53b903dd
LAION-AI/Text-to-speech,Text-to-speech,4d69b12975b3a74f37b11c93edf83d55e133b649
aiim-research/GRETEL,GRETEL,422bb71cb109f9e2a3837167a8f5d1f1bad32ea2
kirill-vish/Beyond-INet,Beyond-INet,951ee881779e278923a88a7cc018353b31350166
amazon-science/c2f-seg,c2f-seg,817d656281b92f7f3d457b0937501b5ad162ffcc
Vinyzu/chrome-fingerprints,chrome-fingerprints,c6358b6e9dfc0514c86cbcd9145caf03677d18a3
zyc00/PartSLIP2,PartSLIP2,7f85a2826d1fc3c1740dd3afd03bb7176c6b450c
microsoft/monitors4codegen,monitors4codegen,5003004198eaeb3d06461427337e615b9df4b18c
nerdslab/bams,bams,41fe138ba467accaeb8e93f04fdb20f08904ef98
SmerkyG/RWKV_Explained,RWKV_Explained,6540cf7d0c8628b66b6aae2fb2d7a571382a8ceb
shixiaoyu0216/SAC4IR,SAC4IR,a6880dd125a8aa93c11938ed379a2483d3c99f43
YoungJeansKR/Llama2-Ko-Chatbot,Llama2-Ko-Chatbot,551d4fd97ed8350647b4da12767443918bcae6b0
aszc-dev/ComfyUI-CoreMLSuite,ComfyUI-CoreMLSuite,43b77e84718f08c8735c0ed401235c9ef98f94f0
f0uriest/interpax,interpax,675713f2b40dfaa2b31fc26a700634e7cd5051a4
DeepWok/mase,mase,4b4c8db1423c14b587f99e23b382d8fcddacbba3
SqueezeAILab/LLMCompiler,LLMCompiler,a00c9d35507507da70e8c637eee64efc8c1857ae
docugami/langchain-template-docugami-kg-rag,langchain-template-docugami-kg-rag,c0bf8a07cd7cb591f33b25cb9c817d31e6e732c9
botcs/wolfson-scheduler,wolfson-scheduler,b1ea6b22b131a98dddbde2ece043a9198df13856
SonNguyen2510/AAA740-final-project-PoseEverything,AAA740-final-project-PoseEverything,93361c92f531c6b6c85ace92eab725a702561a52
netease-youdao/EmotiVoice,EmotiVoice,bc2de8c9eb1121237958ef154cb171e7faefc769
martinwimpff/eeg-otta,eeg-otta,e71e0aba60a2c60d908eddc4b74ee9b11f0dc320
khwong-c/syn-magia,syn-magia,b7debcdf87ed5a1b91ce3d5921dceb04126f340d
naver-ai/dual-teacher,dual-teacher,868e6e794d8b4f19caf0a5de8107f3636de6aad7
cvlab-yonsei/ACLS,ACLS,bbd8a377f94c37a79af74c15f6617cbe100e1712
notarussianteenager/srf-attention,srf-attention,80f7282c40ff7815618e19673e11da67c4a6f5f5
camenduru/FreeInit-hf,FreeInit-hf,13b14ac1169b5ae33db27f043c0cbea3fc733596
nju-websoft/SCR,SCR,2a36b9ab0fa9d24628e2137663728ac55501f739
huangb23/VTimeLLM,VTimeLLM,c34ae56455c470ecbe002cbc53e30d5e67b03948
f0uriest/quadax,quadax,b611025cbefd6e74d12e56b06aed6d521bf16538
Th3Tr1ckst3r/GReverse,GReverse,8a1cf0852294f627e072f05d649cf8dbc6e0589b
ModelTC/EasyLLM,EasyLLM,f3d21dfb60e35118ef548f461e0cfd6d6fdacab9
google-deepmind/materials_discovery,materials_discovery,be1fa43a929673ac1deee55f5361b77f9c8669e3
bluuewhale/nexon-openapi-python,nexon-openapi-python,d8f1820ae74f5b136874da8e96d2016519cefdf4
lampmerchant/tashrouter,tashrouter,d30a616ba18a3646fff8a8043244c14796d7dd15
GoldenThrust/Virtual-Bank,Virtual-Bank,c8ee7351fda2c381f0b93f72fbec307628ab499f
camenduru/MotionDirector-hf,MotionDirector-hf,9162fa6bb5f0f372f0f74eaee10400019211ad3f
kvablack/susie,susie,8177f63332a3905202c122310a92c51b8ff14280
0xbitches/sd-webui-lcm,sd-webui-lcm,fc5b0eb36627af1d25b2247f00fc22e3db9503c3
geriskenderi/graph-jepa,graph-jepa,72df1b7704921001ea012a21f840300fbc792cdd
bcmi/libcom,libcom,88140a0ee13721f3fe0c7d447a1b1e4586a76785
Jack24658735/FedLGT,FedLGT,55ba7aad39acd2154be41997b47b86a246ab5e86
Glasgow-AI4BioMed/GenKIE,GenKIE,e89908016b9fe071d226e261de63c2257801dbcf
openclimatefix/Open-Source-Quartz-Solar-Forecast,Open-Source-Quartz-Solar-Forecast,6f1c51d69fd84a41df3ef69deb9eff45e1dff816
soobin419/EDAT,EDAT,91bc88d6efaf134425ceaeb5532d74485b57f826
swyoon/variationally-weighted-kernel-density-estimation,variationally-weighted-kernel-density-estimation,ae5af420930e6cd24120e42f1f816657fd3a43e8
kyegomez/BitNet,BitNet,b8d2708001324644eb968788fa50761b92e7c4e2
RaceCrewAI/gt-telem,gt-telem,fdebbc2c85fd602ca211e4f942c0f2952a452392
kakaobrain/honeybee,honeybee,68a8d843404b00be65ff16bb149f6a0107c66dff
run-llama/rags,rags,4bec27023950c078fe0d559e1720d757d0024c93
hanxi/xiaomusic,xiaomusic,2e756ddad910f8c64e345696170a0d3af2c3215d
x0rzavi/github-readme-terminal,github-readme-terminal,09333eace9e35c6d7705f92f5e669810e82283d1
camenduru/MotionCtrl-hf,MotionCtrl-hf,0f266dda96c08e39bd204d3427687a908fb7f796
vikhyat/mixtral-inference,mixtral-inference,9b0dc55b52c5e57e2b5309506151985b36e28d1f
TUM-ITR/koopcore,koopcore,d1d70503af47b83bc667dbba539c0b2bc73b9196
1in-oos/ccplus,ccplus,4e6ab7ac1afff3e8520dd3ded7c7018aa7a0f31f
usail-hkust/LLMTSCS,LLMTSCS,8c910ead4561f4f834070e25684b379f070a8542
Mark12Ding/STA,STA,faf10be5af889afed737e13517c4904c8572c3d7
microsoft/Everything-of-Thoughts-XoT,Everything-of-Thoughts-XoT,d69d3b8ddb75f888732e893394e8e5e5df4f4e6f
Transconnectome/SwiFT,SwiFT,0b07cb156d77a7de33078c8f6fe3ddffa7b5ae9c
maincold2/Compact-3DGS,Compact-3DGS,c5d761fe30d306627a8a432204e8309bd0456732
pantherale0/ha-fuelprices,ha-fuelprices,0c30490e578803080f3bcf6baeccc6c0f7084561
lewandofskee/DiAD,DiAD,d2813006d298b365a32548f849f9469cb581fe0b
alextamkin/generative-elicitation,generative-elicitation,da7c9f7a9030ebac1551cf3a8fe9af21ef56b928
awslabs/s3-connector-for-pytorch,s3-connector-for-pytorch,983dcd5122fc1a998bca0a04c07854e649e9c205
SciPhi-AI/agent-search,agent-search,b47b9327f9a47d09995a09a3079b718d5ddb73c5
moonbow721/DPoser,DPoser,0b3ea118d8ddff7474b8aaebf1cd65fa0333cfbf
cpacker/MemGPT,MemGPT,537f07859c638973059a041b335fccdb49146cd8
Trojaner/text-generation-webui-stable_diffusion,text-generation-webui-stable_diffusion,1e146a066e2486aefa08ba80f5b282b89726a1a6
Cuberick-Orion/Bi-Blip4CIR,Bi-Blip4CIR,1aa69097fcd4cf8de1d0dc58d864d8a1d3e74dae
rohit901/cooperative-foundational-models,cooperative-foundational-models,4fe24d93f498db80ad5c86b7e990b8325c675099
the-seeds/cardinal,cardinal,ea377cfca63f67f3d799303589bde97d2920898a
UMass-Foundation-Model/genome,genome,fd21ba2b774ea595f831e9a671e5c3d6085cbd99
YichenZW/Coh-MGT-Detection,Coh-MGT-Detection,eabadb403b4b397f5482ae0cd09518df92ad96c1
Angryrou/udao,udao,d94e7cb08d72e06fab95f22efb4eb00fdc3b5a23
openvpi/SingingVocoders,SingingVocoders,842d99777230a7b9700f6eba158c21199c8eb435
google-deepmind/pix2act,pix2act,9de4fce426cbead1679e04d5243246bc7d581d36
zhudotexe/kani-vision,kani-vision,a8ff1f659f4f7bd2f5908c0f919f11305596c992
Azure-Samples/functions-python-web-crawler,functions-python-web-crawler,7b069cacfdb1e192848aa6be724d201abf10cd72
LLM-Evaluation-s-Always-Fatiguing/leaf-playground-hub,leaf-playground-hub,fb4ea41c4accb74d7ad1962dfab69f87eff67e99
DerwenAI/textgraphs,textgraphs,908432a6e764febb8dcd77433d110ad58992fa0a
Sam-Izdat/tinycio,tinycio,d58614ce62d61bdd7c0cbc9523e416fdd9f703d6
davep/tinboard,tinboard,96da714a791da8298a797d006a98c3fe2499b532
Lavreniuk/EVP,EVP,591f1d281cdc797d0b510dd25e01af206476956b
MingtaoGuo/AnimateAnyone_unofficial,AnimateAnyone_unofficial,ab271c65df59d98e246a6ef7043e502ae176383e
CHDers/Traffic-Flow-Prediction-with-Graph-Neural-Networks,Traffic-Flow-Prediction-with-Graph-Neural-Networks,cd991d01f4c90a4a8d47db9f38bf7974cb19c091
daswer123/xtts-webui,xtts-webui,eb11c557223409feef59dc4d1b8ad4183033fb41
lyhisme/DeST,DeST,319e1f10f310e08a198fba3a32a4d82416ecb15f
KenyonY/flaxkv,flaxkv,815e293eee6c1b6daee327c47a565807ae8fb518
ytf-philp/PromptST,PromptST,0354a0ed4c7dfddb55e78c19aceed7a6aeb6706a
hyw-dev/AFI-ForwardDeduplicate,AFI-ForwardDeduplicate,fc724a0a99d4818366677b102049289126b61744
lbcb-sci/GNNome,GNNome,29a603f172bfb046562b70d1dc0ebb3f19e30c3e
FISHers6/CodeLearn-Agent,CodeLearn-Agent,e05836ac21bc01a3d17fd732186a5342113a7338
silicx/GoldFromOres,GoldFromOres,0b5f6ff89b9b1d5ef0fce885c7cbeceff32059ed
yuukawahiroshi/ddb-tools,ddb-tools,2e78b11f0f1fd63535f1c67e8aa5096bf4ac94a7
Upaya07/NeurIPS-llm-efficiency-challenge,NeurIPS-llm-efficiency-challenge,6b2bb5d60e17974b05f3fc6e439b965b5ad25038
danilonumeroso/conar,conar,761c8319bde530ef0aaa6cbb1df44dc560b0c71a
thu-ml/SRPO,SRPO,b3b916ad90e716c118c18144cd332408c4071096
9tailwolf/Racing-Line-Optimization,Racing-Line-Optimization,01bd61b8123e39249ab541e3e8844b595c692696
OPPOMKLab/u-LLaVA,u-LLaVA,2c1cee35a4b989eb9c88a6d4374b49289f78c255
LiquidFun/aoc_tiles,aoc_tiles,fe11c336466fc3aa646fb41a4f04525cf9241567
NKI-AI/ahcore,ahcore,b0248e2db920b768bb68845f0c481aa78f9c6dc2
pytorch-labs/ao,ao,81a28138f84368500069458d667089cc408d9f3f
Trustworthy-AI-Group/TransferAttack,TransferAttack,0f240a1d20d2af5a9ea870373fe44fc8a5dd4ce6
bclavie/RAGatouille,RAGatouille,2bd4d2ed01c847854be78704a012f9ab35d679b2
virevolai/logos-shift-client,logos-shift-client,d75a464de3824676ca272a6905526797f8750cb4
YefanZhou/TempBalance,TempBalance,f03315317eeebf84b968ffa10675292712bd104d
Summaw/genCraft-imageGen,genCraft-imageGen,82c680e527e9dfc48d7fc11981bd27f51ac82209
